region	phenotype	count	best_rcp
region_chr14_102545765_104535386	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	0.879
region_chr14_104535386_105874495	Astle_et_al_2016_Reticulocyte_count	37	0.798
region_chr14_104535386_105874495	UKB_50_Standing_height	7	0.964
region_chr14_18225607_21121243	Astle_et_al_2016_Red_blood_cell_count	3	0.72
region_chr14_21121243_22549721	UKB_50_Standing_height	1	0.652
region_chr14_22549721_24435917	Astle_et_al_2016_Eosinophil_counts	8	0.971
region_chr14_34377045_35390387	Astle_et_al_2016_Granulocyte_count	9	0.934
region_chr14_34377045_35390387	Astle_et_al_2016_Reticulocyte_count	1	0.845
region_chr14_34377045_35390387	Astle_et_al_2016_Sum_basophil_neutrophil_counts	10	0.938
region_chr14_34377045_35390387	UKB_50_Standing_height	3	0.552
region_chr14_34377045_35390387	pgc.scz2	11	0.601
region_chr14_55750162_57014544	UKB_23099_Body_fat_percentage	1	0.619
region_chr14_63323296_64753580	Astle_et_al_2016_Lymphocyte_counts	1	0.53
region_chr14_67525600_70665240	Astle_et_al_2016_White_blood_cell_count	1	0.91
region_chr14_76763129_78095602	Astle_et_al_2016_Myeloid_white_cell_count	40	0.876
region_chr14_76763129_78095602	Astle_et_al_2016_Neutrophil_count	30	0.851
region_chr14_76763129_78095602	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	33	0.871
region_chr14_76763129_78095602	UKB_21001_Body_mass_index_BMI	1	0.512
region_chr14_81113370_82671753	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	10	0.701
region_chr14_87168997_89031299	IBD.EUR.Inflammatory_Bowel_Disease	2	0.614
region_chr14_92665954_93858939	Astle_et_al_2016_Platelet_count	2	0.794
region_chr14_98672195_101067970	UKB_50_Standing_height	3	0.648
region_chr14_98672195_101067970	pgc.scz2	1	0.501
region_chr15_31299618_32149610	UKB_23099_Body_fat_percentage	1	0.844
region_chr15_40885316_42484201	Astle_et_al_2016_Monocyte_count	19	0.789
region_chr15_40885316_42484201	Astle_et_al_2016_Red_blood_cell_count	16	0.783
region_chr15_40885316_42484201	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	8	0.925
region_chr15_40885316_42484201	UKB_20002_1111_self_reported_asthma	6	0.656
region_chr15_42484201_43905851	Astle_et_al_2016_Platelet_count	13	0.971
region_chr15_49715846_51385363	Astle_et_al_2016_Platelet_count	15	0.835
region_chr15_59401917_60973637	UKB_20022_Birth_weight	1	0.874
region_chr15_62923023_64812469	Astle_et_al_2016_Neutrophil_count	10	0.85
region_chr15_62923023_64812469	UKB_21001_Body_mass_index_BMI	2	0.591
region_chr15_66802429_68725660	Astle_et_al_2016_Red_blood_cell_count	4	0.612
region_chr15_66802429_68725660	IBD.EUR.Inflammatory_Bowel_Disease	2	0.917
region_chr15_66802429_68725660	UKB_20002_1111_self_reported_asthma	2	0.938
region_chr15_68725660_69841002	UKB_20002_1065_self_reported_hypertension	28	0.959
region_chr15_71630310_73336373	Astle_et_al_2016_Red_blood_cell_count	3	0.821
region_chr15_73336373_76106283	Astle_et_al_2016_Granulocyte_count	7	0.825
region_chr15_78223711_80568637	Astle_et_al_2016_Eosinophil_counts	1	0.539
region_chr15_78223711_80568637	Astle_et_al_2016_Red_blood_cell_count	1	0.826
region_chr15_89932319_91621162	EGG_BW3_EUR	29	0.896
region_chr15_97487680_98700830	UKB_20022_Birth_weight	3	0.904
region_chr16_10054_1157206	UKB_21001_Body_mass_index_BMI	5	0.573
region_chr16_1157206_2714828	Astle_et_al_2016_Granulocyte_count	1	0.635
region_chr16_1157206_2714828	Astle_et_al_2016_Sum_eosinophil_basophil_counts	5	0.894
region_chr16_1157206_2714828	UKB_50_Standing_height	2	0.84
region_chr16_13060580_14370145	UKB_50_Standing_height	6	0.91
region_chr16_14370145_16060203	UKB_21001_Body_mass_index_BMI	8	0.725
region_chr16_2714828_3951195	Astle_et_al_2016_Eosinophil_counts	39	0.85
region_chr16_2714828_3951195	Astle_et_al_2016_Neutrophil_count	1	0.531
region_chr16_2714828_3951195	UKB_20002_1065_self_reported_hypertension	4	0.718
region_chr16_27434434_29025292	Astle_et_al_2016_Myeloid_white_cell_count	2	0.607
region_chr16_27434434_29025292	Astle_et_al_2016_Red_blood_cell_count	2	0.509
region_chr16_29025292_31371622	Astle_et_al_2016_Sum_basophil_neutrophil_counts	6	0.938
region_chr16_29025292_31371622	Astle_et_al_2016_Sum_eosinophil_basophil_counts	68	0.99
region_chr16_29025292_31371622	RA_OKADA_TRANS_ETHNIC	37	0.797
region_chr16_3951195_5068344	UKB_20002_1065_self_reported_hypertension	2	0.846
region_chr16_3951195_5068344	UKB_50_Standing_height	2	0.706
region_chr16_68807460_71020125	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.561
region_chr16_68807460_71020125	UKB_20002_1065_self_reported_hypertension	1	0.529
region_chr16_71020125_72901251	Astle_et_al_2016_Red_blood_cell_count	4	0.979
region_chr16_71020125_72901251	UKB_21001_Body_mass_index_BMI	3	0.794
region_chr16_72901251_74937605	UKB_23099_Body_fat_percentage	3	0.914
region_chr16_80263477_81738931	UKB_50_Standing_height	1	0.606
region_chr16_81738931_82714123	GIANT_HEIGHT	1	0.519
region_chr16_81738931_82714123	UKB_50_Standing_height	27	0.922
region_chr16_8288517_9705562	Astle_et_al_2016_Platelet_count	1	0.678
region_chr16_83443603_84412277	UKB_20002_1065_self_reported_hypertension	6	0.785
region_chr16_83443603_84412277	UKB_50_Standing_height	2	0.782
region_chr16_84412277_85115079	Astle_et_al_2016_Granulocyte_count	1	0.958
region_chr16_84412277_85115079	Astle_et_al_2016_Lymphocyte_counts	2	0.969
region_chr16_84412277_85115079	UKB_1180_Morning_or_evening_person_chronotype	2	0.711
region_chr16_85115079_86122993	Astle_et_al_2016_Granulocyte_count	4	0.923
region_chr16_85115079_86122993	Astle_et_al_2016_Red_blood_cell_count	6	0.804
region_chr16_85115079_86122993	IBD.EUR.Inflammatory_Bowel_Disease	4	0.801
region_chr16_87613743_88974757	Astle_et_al_2016_High_light_scatter_reticulocyte_count	4	0.981
region_chr16_87613743_88974757	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.748
region_chr16_88974757_90226404	Astle_et_al_2016_High_light_scatter_reticulocyte_count	10	0.992
region_chr16_88974757_90226404	UKB_20002_1065_self_reported_hypertension	2	0.633
region_chr17_1269105_2025437	Astle_et_al_2016_Neutrophil_count	8	0.832
region_chr17_1269105_2025437	GIANT_HEIGHT	52	0.918
region_chr17_1269105_2025437	UKB_50_Standing_height	21	0.878
region_chr17_15115780_16509028	Astle_et_al_2016_Myeloid_white_cell_count	3	0.773
region_chr17_16509028_18953007	SSGAC_Education_Years_Pooled	1	0.626
region_chr17_16509028_18953007	UKB_50_Standing_height	8	0.949
region_chr17_18953007_21387045	Astle_et_al_2016_High_light_scatter_reticulocyte_count	3	0.955
region_chr17_2025437_3799018	UKB_50_Standing_height	1	0.552
region_chr17_29007226_31459473	Astle_et_al_2016_Lymphocyte_counts	16	0.894
region_chr17_29007226_31459473	Astle_et_al_2016_Monocyte_count	1	0.564
region_chr17_29007226_31459473	EGG_BW3_EUR	5	0.696
region_chr17_31459473_33211407	Astle_et_al_2016_Reticulocyte_count	2	0.777
region_chr17_36141651_38653091	Astle_et_al_2016_Neutrophil_count	3	0.668
region_chr17_36141651_38653091	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	31	0.829
region_chr17_38653091_40721152	Astle_et_al_2016_Eosinophil_counts	2	0.609
region_chr17_38653091_40721152	Astle_et_al_2016_Granulocyte_count	12	0.713
region_chr17_38653091_40721152	IBD.EUR.Crohns_Disease	1	0.719
region_chr17_38653091_40721152	UKB_20002_1111_self_reported_asthma	6	0.79
region_chr17_40721152_41743558	UKB_21001_Body_mass_index_BMI	2	0.623
region_chr17_41743558_43694719	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	0.759
region_chr17_41743558_43694719	GIANT_HEIGHT	1	0.577
region_chr17_41743558_43694719	UKB_50_Standing_height	1	0.806
region_chr17_43694719_44979537	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.812
region_chr17_43694719_44979537	Astle_et_al_2016_White_blood_cell_count	1	0.595
region_chr17_44979537_47798656	Astle_et_al_2016_White_blood_cell_count	1	0.781
region_chr17_44979537_47798656	UKB_1200_Sleeplessness_or_insomnia	10	0.818
region_chr17_44979537_47798656	UKB_20002_1111_self_reported_asthma	1	0.881
region_chr17_47798656_49440038	Astle_et_al_2016_Eosinophil_counts	3	0.686
region_chr17_47798656_49440038	Astle_et_al_2016_Granulocyte_count	3	0.764
region_chr17_47798656_49440038	EGG_BW3_EUR	6	0.923
region_chr17_47798656_49440038	UKB_20002_1065_self_reported_hypertension	2	0.527
region_chr17_4792966_5838014	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	8	0.603
region_chr17_57280180_59410151	Astle_et_al_2016_Monocyte_count	26	1
region_chr17_57280180_59410151	UKB_20002_1065_self_reported_hypertension	1	0.553
region_chr17_5838014_7414079	Astle_et_al_2016_Sum_basophil_neutrophil_counts	16	0.983
region_chr17_5838014_7414079	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	16	0.99
region_chr17_5838014_7414079	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	10	0.97
region_chr17_59410151_61235394	Astle_et_al_2016_Eosinophil_counts	9	0.818
region_chr17_59410151_61235394	Astle_et_al_2016_Platelet_count	3	0.838
region_chr17_7414079_8403107	Astle_et_al_2016_Granulocyte_count	9	0.998
region_chr17_7414079_8403107	Astle_et_al_2016_Neutrophil_count	14	0.987
region_chr17_7414079_8403107	Astle_et_al_2016_Platelet_count	3	0.782
region_chr17_7414079_8403107	UKB_1180_Morning_or_evening_person_chronotype	1	0.51
region_chr17_7414079_8403107	UKB_50_Standing_height	10	0.896
region_chr17_74676064_76379479	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.557
region_chr17_74676064_76379479	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.506
region_chr17_74676064_76379479	Astle_et_al_2016_White_blood_cell_count	6	0.911
region_chr17_74676064_76379479	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	3	0.575
region_chr17_76379479_78267332	Astle_et_al_2016_Eosinophil_counts	11	0.856
region_chr17_76379479_78267332	Astle_et_al_2016_Granulocyte_count	6	0.816
region_chr17_76379479_78267332	Astle_et_al_2016_Lymphocyte_counts	2	0.674
region_chr17_76379479_78267332	Astle_et_al_2016_Red_blood_cell_count	6	0.984
region_chr17_76379479_78267332	Astle_et_al_2016_Reticulocyte_count	1	0.865
region_chr17_76379479_78267332	Astle_et_al_2016_White_blood_cell_count	11	0.87
region_chr17_79302554_80863788	Astle_et_al_2016_High_light_scatter_reticulocyte_count	13	0.99
region_chr18_11905441_14440800	Astle_et_al_2016_Eosinophil_counts	5	0.701
region_chr18_11905441_14440800	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	4	0.843
region_chr18_23069508_25416687	Astle_et_al_2016_Granulocyte_count	32	0.854
region_chr18_23069508_25416687	Astle_et_al_2016_Neutrophil_count	32	0.843
region_chr18_23069508_25416687	Astle_et_al_2016_Platelet_count	1	0.513
region_chr18_23069508_25416687	Astle_et_al_2016_Sum_basophil_neutrophil_counts	32	0.856
region_chr18_36282001_37495287	UKB_1160_Sleep_duration	2	0.819
region_chr18_45342141_46719283	Astle_et_al_2016_Monocyte_count	3	0.797
region_chr18_45342141_46719283	Astle_et_al_2016_Sum_basophil_neutrophil_counts	4	0.73
region_chr18_50204214_53535815	Astle_et_al_2016_White_blood_cell_count	1	0.851
region_chr18_54027805_57546606	Astle_et_al_2016_Eosinophil_counts	1	0.566
region_chr18_62610482_64153018	UKB_6152_8_diagnosed_by_doctor_Asthma	4	0.996
region_chr18_69508584_70953943	Astle_et_al_2016_Myeloid_white_cell_count	1	0.731
region_chr19_11173352_13360313	Astle_et_al_2016_Neutrophil_count	6	0.751
region_chr19_11173352_13360313	BCAC_Overall_BreastCancer_EUR	2	0.578
region_chr19_11173352_13360313	CARDIoGRAM_C4D_CAD_ADDITIVE	1	0.739
region_chr19_11173352_13360313	GIANT_HEIGHT	1	0.731
region_chr19_11173352_13360313	pgc.scz2	33	0.996
region_chr19_18299052_19766662	Astle_et_al_2016_Platelet_count	25	1
region_chr19_2098397_3019662	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	0.642
region_chr19_29300040_30237047	UKB_23099_Body_fat_percentage	3	0.574
region_chr19_3019662_4348970	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.96
region_chr19_3019662_4348970	Astle_et_al_2016_Monocyte_count	5	0.715
region_chr19_3019662_4348970	Astle_et_al_2016_Red_blood_cell_count	3	0.856
region_chr19_3019662_4348970	UKB_1180_Morning_or_evening_person_chronotype	1	0.884
region_chr19_3019662_4348970	UKB_21001_Body_mass_index_BMI	1	0.597
region_chr19_32255614_33772047	Astle_et_al_2016_Eosinophil_counts	1	0.612
region_chr19_32255614_33772047	Astle_et_al_2016_Platelet_count	1	0.659
region_chr19_37036131_39679979	GIANT_HEIGHT	2	0.63
region_chr19_40478694_41625199	Astle_et_al_2016_High_light_scatter_reticulocyte_count	6	0.589
region_chr19_41625199_43358303	Astle_et_al_2016_Myeloid_white_cell_count	2	0.512
region_chr19_41625199_43358303	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.55
region_chr19_41625199_43358303	Astle_et_al_2016_White_blood_cell_count	4	0.548
region_chr19_41625199_43358303	EGG_BW3_EUR	2	0.635
region_chr19_43358303_44239955	Astle_et_al_2016_Lymphocyte_counts	15	0.77
region_chr19_43358303_44239955	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	4	1
region_chr19_43358303_44239955	Astle_et_al_2016_White_blood_cell_count	4	1
region_chr19_44239955_45599439	Astle_et_al_2016_Platelet_count	8	0.8
region_chr19_44239955_45599439	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.77
region_chr19_44239955_45599439	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.758
region_chr19_44239955_45599439	GIANT_HEIGHT	18	0.786
region_chr19_45599439_46646825	Astle_et_al_2016_Eosinophil_counts	32	0.836
region_chr19_45599439_46646825	Astle_et_al_2016_Sum_eosinophil_basophil_counts	32	0.867
region_chr19_45599439_46646825	UKB_20002_1111_self_reported_asthma	6	0.69
region_chr19_45599439_46646825	UKB_20127_Neuroticism_score	2	0.726
region_chr19_45599439_46646825	UKB_6152_8_diagnosed_by_doctor_Asthma	5	0.743
region_chr19_46646825_48778970	Astle_et_al_2016_Granulocyte_count	34	0.959
region_chr19_46646825_48778970	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	34	0.959
region_chr19_46646825_48778970	Astle_et_al_2016_White_blood_cell_count	11	0.98
region_chr19_48778970_51029311	Astle_et_al_2016_High_light_scatter_reticulocyte_count	11	0.948
region_chr19_48778970_51029311	Astle_et_al_2016_Sum_eosinophil_basophil_counts	12	0.822
region_chr19_48778970_51029311	UKB_50_Standing_height	29	0.654
region_chr19_48778970_51029311	pgc.scz2	14	0.611
region_chr19_54099074_55216712	Astle_et_al_2016_Red_blood_cell_count	10	0.927
region_chr19_54099074_55216712	Astle_et_al_2016_Sum_basophil_neutrophil_counts	44	0.934
region_chr19_610729_2098397	Astle_et_al_2016_Eosinophil_counts	49	0.958
region_chr19_610729_2098397	Astle_et_al_2016_Myeloid_white_cell_count	11	0.93
region_chr19_6684874_8282629	Astle_et_al_2016_Lymphocyte_counts	4	0.996
region_chr19_6684874_8282629	Astle_et_al_2016_Myeloid_white_cell_count	12	0.912
region_chr19_6684874_8282629	Astle_et_al_2016_Neutrophil_count	13	0.923
region_chr19_8282629_9127717	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	47	0.829
region_chr19_8282629_9127717	Astle_et_al_2016_White_blood_cell_count	49	0.81
region_chr19_9127717_11173352	Astle_et_al_2016_Granulocyte_count	11	0.885
region_chr19_9127717_11173352	Astle_et_al_2016_Lymphocyte_counts	17	0.88
region_chr19_9127717_11173352	Astle_et_al_2016_Neutrophil_count	11	0.882
region_chr19_9127717_11173352	IBD.EUR.Crohns_Disease	3	0.578
region_chr19_9127717_11173352	UKB_20002_1473_self_reported_high_cholesterol	1	0.679
region_chr1_105545220_107867043	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	0.78
region_chr1_10583_1961168	IBD.EUR.Inflammatory_Bowel_Disease	4	0.598
region_chr1_10583_1961168	UKB_50_Standing_height	5	0.765
region_chr1_107867043_109761309	Astle_et_al_2016_Myeloid_white_cell_count	15	0.97
region_chr1_107867043_109761309	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	17	0.974
region_chr1_107867043_109761309	Astle_et_al_2016_White_blood_cell_count	17	0.961
region_chr1_107867043_109761309	MAGNETIC_IDL.TG	7	0.958
region_chr1_107867043_109761309	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	0.761
region_chr1_111199115_112730684	Astle_et_al_2016_Monocyte_count	2	0.61
region_chr1_111199115_112730684	Astle_et_al_2016_White_blood_cell_count	1	0.798
region_chr1_112730684_114331223	Astle_et_al_2016_Granulocyte_count	1	0.795
region_chr1_112730684_114331223	Astle_et_al_2016_Myeloid_white_cell_count	1	0.79
region_chr1_114331223_115337972	UKB_21001_Body_mass_index_BMI	2	0.651
region_chr1_115337972_118296444	Astle_et_al_2016_Platelet_count	4	0.813
region_chr1_115337972_118296444	Astle_et_al_2016_Red_blood_cell_count	3	0.784
region_chr1_11717784_12719464	UKB_20002_1473_self_reported_high_cholesterol	5	0.621
region_chr1_14565015_16571235	UKB_50_Standing_height	4	0.658
region_chr1_153208353_154797927	Astle_et_al_2016_Eosinophil_counts	2	0.68
region_chr1_153208353_154797927	Astle_et_al_2016_Platelet_count	1	0.634
region_chr1_153208353_154797927	UKB_50_Standing_height	2	0.827
region_chr1_154797927_156366342	Astle_et_al_2016_High_light_scatter_reticulocyte_count	5	0.907
region_chr1_154797927_156366342	Astle_et_al_2016_Platelet_count	2	0.63
region_chr1_154797927_156366342	UKB_21001_Body_mass_index_BMI	2	0.627
region_chr1_156366342_158057622	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	19	0.891
region_chr1_156366342_158057622	UKB_20002_1265_self_reported_migraine	1	0.84
region_chr1_159943258_162376931	Astle_et_al_2016_Granulocyte_count	3	0.799
region_chr1_159943258_162376931	Astle_et_al_2016_Neutrophil_count	3	0.823
region_chr1_159943258_162376931	Astle_et_al_2016_White_blood_cell_count	2	0.843
region_chr1_166491280_169117086	Astle_et_al_2016_Eosinophil_counts	1	0.552
region_chr1_166491280_169117086	Astle_et_al_2016_Myeloid_white_cell_count	1	0.522
region_chr1_166491280_169117086	UKB_20002_1111_self_reported_asthma	3	0.73
region_chr1_166491280_169117086	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	0.512
region_chr1_169117086_170588635	Astle_et_al_2016_Monocyte_count	3	0.847
region_chr1_170588635_173128768	Astle_et_al_2016_Eosinophil_counts	2	0.824
region_chr1_170588635_173128768	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.803
region_chr1_170588635_173128768	SSGAC_Education_Years_Pooled	9	0.806
region_chr1_170588635_173128768	UKB_20016_Fluid_intelligence_score	3	0.661
region_chr1_170588635_173128768	UKB_23099_Body_fat_percentage	1	0.979
region_chr1_182786221_184626379	UKB_50_Standing_height	24	0.778
region_chr1_18336405_20142656	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	0.518
region_chr1_1961168_3666172	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	3	0.565
region_chr1_196207071_197342384	UKB_21001_Body_mass_index_BMI	2	0.741
region_chr1_197342384_199270756	Astle_et_al_2016_Lymphocyte_counts	1	0.507
region_chr1_200168521_201620847	IBD.EUR.Inflammatory_Bowel_Disease	3	0.88
region_chr1_20142656_21410095	Astle_et_al_2016_Lymphocyte_counts	16	0.732
region_chr1_20142656_21410095	Astle_et_al_2016_Red_blood_cell_count	49	0.869
region_chr1_201620847_203365606	Astle_et_al_2016_Platelet_count	1	0.862
region_chr1_204711940_206268085	Astle_et_al_2016_Platelet_count	8	0.713
region_chr1_204711940_206268085	Astle_et_al_2016_Reticulocyte_count	6	0.728
region_chr1_204711940_206268085	GIANT_HEIGHT	7	0.859
region_chr1_206268085_208237019	Astle_et_al_2016_Granulocyte_count	2	0.658
region_chr1_206268085_208237019	Astle_et_al_2016_Myeloid_white_cell_count	2	0.68
region_chr1_206268085_208237019	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.689
region_chr1_206268085_208237019	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.688
region_chr1_208237019_210614406	Astle_et_al_2016_Platelet_count	1	0.617
region_chr1_210614406_212668988	Astle_et_al_2016_Lymphocyte_counts	1	0.825
region_chr1_212668988_214404923	Astle_et_al_2016_Red_blood_cell_count	1	0.509
region_chr1_212668988_214404923	pgc.scz2	1	0.581
region_chr1_21410095_22760390	Astle_et_al_2016_Granulocyte_count	1	0.709
region_chr1_21410095_22760390	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.666
region_chr1_21410095_22760390	GIANT_HEIGHT	1	0.612
region_chr1_21410095_22760390	UKB_20002_1065_self_reported_hypertension	1	0.627
region_chr1_219417229_221684889	Astle_et_al_2016_Neutrophil_count	22	0.879
