region	phenotype	count	method
region_chr17_74676064_76379479	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr17_79302554_80863788	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr19_43358303_44239955	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr1_166491280_169117086	UKB_6152_8_diagnosed_by_doctor_Asthma	1	enloc_sqtl
region_chr1_1961168_3666172	IBD.EUR.Ulcerative_Colitis	1	enloc_sqtl
region_chr1_7187275_9305140	IBD.EUR.Inflammatory_Bowel_Disease	1	enloc_sqtl
region_chr1_7187275_9305140	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr3_14775393_16240935	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr3_51797999_54047363	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr3_70399877_72480178	UKB_20016_Fluid_intelligence_score	1	enloc_sqtl
region_chr4_37253425_38905401	UKB_50_Standing_height	1	enloc_sqtl
region_chr4_4682389_5500661	UKB_50_Standing_height	1	enloc_sqtl
region_chr6_29770194_30830391	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr6_30830391_31603441	UKB_20002_1453_self_reported_psoriasis	1	enloc_sqtl
region_chr6_31603441_32714887	UKB_20002_1222_self_reported_type_1_diabetes	1	enloc_sqtl
region_chr6_33268720_35487979	UKB_50_Standing_height	1	enloc_sqtl
region_chr9_130347830_131252501	UKB_50_Standing_height	1	enloc_sqtl
region_chr9_132423455_134176000	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr10_98908643_101189482	IBD.EUR.Ulcerative_Colitis	1	enloc_sqtl
region_chr11_8311727_9065770	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr12_55272053_57155077	GIANT_HEIGHT	1	enloc_sqtl
region_chr15_89932319_91621162	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr15_89932319_91621162	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr16_84412277_85115079	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr19_46646825_48778970	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr19_46646825_48778970	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr22_49430885_50804870	SSGAC_Education_Years_Pooled	1	enloc_sqtl
region_chr2_232685293_234242343	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr2_241210506_242147200	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr2_8282017_10158342	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr3_10977979_13029299	GIANT_HEIGHT	1	enloc_sqtl
region_chr3_141620255_143445786	UKB_50_Standing_height	1	enloc_sqtl
region_chr5_130183332_132803957	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr5_71944629_74463501	UKB_50_Standing_height	1	enloc_sqtl
region_chr6_29770194_30830391	pgc.scz2	1	enloc_sqtl
region_chr6_31603441_32714887	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr6_31603441_32714887	RA_OKADA_TRANS_ETHNIC	1	enloc_sqtl
region_chr6_31603441_32714887	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr7_150143569_151014417	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr7_150143569_151014417	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr8_11421489_13634266	RA_OKADA_TRANS_ETHNIC	1	enloc_sqtl
region_chr8_143155464_145078481	Astle_et_al_2016_Eosinophil_counts	2	enloc_sqtl
region_chr12_12580594_15088550	UKB_50_Standing_height	1	enloc_sqtl
region_chr16_10332175_11426305	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr16_13060580_14370145	GIANT_HEIGHT	1	enloc_sqtl
region_chr16_88974757_90226404	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr17_2025437_3799018	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr17_7414079_8403107	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr19_48778970_51029311	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr1_247181216_248945267	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr1_41509656_43292786	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr1_93070902_94040635	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr20_18991559_20979069	GIANT_HEIGHT	1	enloc_sqtl
region_chr20_57872903_59831517	UKB_20022_Birth_weight	1	enloc_sqtl
region_chr3_49279539_51797999	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr4_700926_1476986	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr4_98502916_99757203	UKB_20002_1466_self_reported_gout	5	enloc_sqtl
region_chr6_29770194_30830391	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr6_31603441_32714887	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr6_32714887_33268720	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr7_100599028_101555972	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	enloc_sqtl
region_chr7_44724229_45913323	Astle_et_al_2016_Lymphocyte_counts	2	enloc_sqtl
region_chr8_40845818_41863936	UKB_20022_Birth_weight	1	enloc_sqtl
region_chr9_81596318_82825886	UKB_50_Standing_height	1	enloc_sqtl
region_chr10_130781981_132522825	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr11_70855_1192365	UKB_50_Standing_height	1	enloc_sqtl
region_chr12_108632125_109898914	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr12_109898914_112825713	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr12_89288345_91672378	CARDIoGRAM_C4D_CAD_ADDITIVE	1	enloc_sqtl
region_chr16_2714828_3951195	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr17_43694719_44979537	GIANT_HEIGHT	1	enloc_sqtl
region_chr17_4792966_5838014	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr17_5838014_7414079	UKB_20022_Birth_weight	1	enloc_sqtl
region_chr17_7414079_8403107	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr19_2098397_3019662	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr19_43358303_44239955	UKB_50_Standing_height	1	enloc_sqtl
region_chr19_44239955_45599439	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr19_48778970_51029311	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr19_610729_2098397	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr19_6684874_8282629	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr2_113164279_116014894	UKB_1200_Sleeplessness_or_insomnia	1	enloc_sqtl
region_chr2_158720570_160913222	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr2_26672117_28375910	MAGIC_FastingGlucose	1	enloc_sqtl
region_chr4_1476986_2841252	GIANT_HEIGHT	1	enloc_sqtl
region_chr5_68555033_71944629	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr7_129138332_130737653	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr7_133121089_134622844	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr8_11421489_13634266	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr9_132423455_134176000	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	1	enloc_sqtl
region_chr9_93909416_96159758	EGG_BW3_EUR	1	enloc_sqtl
region_chr10_101189482_102620653	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr10_10207433_12544798	UKB_50_Standing_height	1	enloc_sqtl
region_chr10_93636611_94461486	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr12_121569746_124493434	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr13_28683414_29909130	UKB_50_Standing_height	1	enloc_sqtl
region_chr13_48809826_51016955	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr13_48809826_51016955	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr15_49715846_51385363	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr16_3951195_5068344	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr16_88974757_90226404	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr19_18299052_19766662	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr1_154797927_156366342	EGG_BW3_EUR	1	enloc_sqtl
region_chr1_166491280_169117086	UKB_20002_1111_self_reported_asthma	1	enloc_sqtl
region_chr1_178985335_181174985	UKB_50_Standing_height	1	enloc_sqtl
region_chr1_1961168_3666172	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr1_34334157_37083582	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr20_3847766_5497204	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr20_3847766_5497204	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr20_46210417_48583442	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr22_38911889_40149793	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr2_31327584_33138710	UKB_50_Standing_height	1	enloc_sqtl
region_chr5_178986463_179974244	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr5_68555033_71944629	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr6_23936391_24852047	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr6_25684359_26791023	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr6_28050041_28949831	UKB_20002_1453_self_reported_psoriasis	1	enloc_sqtl
region_chr6_30830391_31603441	GIANT_HEIGHT	1	enloc_sqtl
region_chr8_11421489_13634266	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr8_26825008_28304875	IGAP_Alzheimer	1	enloc_sqtl
region_chr10_122141030_124109830	UKB_20022_Birth_weight	1	enloc_sqtl
region_chr10_29494763_30169909	CARDIoGRAM_C4D_CAD_ADDITIVE	1	enloc_sqtl
region_chr11_117876395_119344766	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr11_1192365_3644251	BCAC_ER_negative_BreastCancer_EUR	1	enloc_sqtl
region_chr11_15721006_17556855	GIANT_HEIGHT	1	enloc_sqtl
region_chr11_70855_1192365	Astle_et_al_2016_White_blood_cell_count	3	enloc_sqtl
region_chr12_119316305_121569746	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr12_48608083_51382710	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr12_51382710_52645220	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr12_52645220_54385039	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr14_22549721_24435917	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	enloc_sqtl
region_chr14_93858939_95284530	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	enloc_sqtl
region_chr16_55869862_57630418	UKB_1180_Morning_or_evening_person_chronotype	1	enloc_sqtl
region_chr17_3799018_4792966	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr19_11173352_13360313	UKB_20002_1065_self_reported_hypertension	1	enloc_sqtl
region_chr19_46646825_48778970	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr1_112730684_114331223	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr1_112730684_114331223	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr1_14565015_16571235	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr1_154797927_156366342	UKB_20022_Birth_weight	1	enloc_sqtl
region_chr1_7187275_9305140	UKB_1180_Morning_or_evening_person_chronotype	1	enloc_sqtl
region_chr1_93070902_94040635	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr20_57872903_59831517	GIANT_HEIGHT	1	enloc_sqtl
region_chr22_37174229_38911889	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	enloc_sqtl
region_chr2_174724201_176498908	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	enloc_sqtl
region_chr2_94660727_98378738	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr4_2841252_3844313	UKB_50_Standing_height	1	enloc_sqtl
region_chr5_130183332_132803957	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr5_130183332_132803957	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr6_109983044_112023811	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr6_32714887_33268720	UKB_20002_1222_self_reported_type_1_diabetes	1	enloc_sqtl
region_chr7_11259571_12595836	GIANT_HEIGHT	1	enloc_sqtl
region_chr7_139059933_140233377	UKB_50_Standing_height	1	enloc_sqtl
region_chr7_73920272_76829247	UKB_50_Standing_height	1	enloc_sqtl
region_chr11_26998914_28460046	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr11_8311727_9065770	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr12_109898914_112825713	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	enloc_sqtl
region_chr12_121569746_124493434	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr13_26710225_28683414	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr15_49715846_51385363	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr15_49715846_51385363	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr17_76379479_78267332	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr18_23069508_25416687	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr19_46646825_48778970	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr19_610729_2098397	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr1_21410095_22760390	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr1_22760390_23594100	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr1_39734895_41509656	UKB_50_Standing_height	1	enloc_sqtl
region_chr20_24737088_25363595	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr2_113164279_116014894	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr3_27799419_29100769	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr3_46616010_47685722	UKB_50_Standing_height	1	enloc_sqtl
region_chr3_47685722_49279539	IBD.EUR.Inflammatory_Bowel_Disease	1	enloc_sqtl
region_chr3_47685722_49279539	SSGAC_Education_Years_Pooled	1	enloc_sqtl
region_chr3_98497106_99654918	UKB_50_Standing_height	1	enloc_sqtl
region_chr4_6771316_7537965	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr4_700926_1476986	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr4_700926_1476986	UKB_50_Standing_height	1	enloc_sqtl
region_chr4_8150508_9324753	GIANT_HEIGHT	1	enloc_sqtl
region_chr5_128008912_130183332	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr6_30830391_31603441	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr6_31603441_32714887	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr6_31603441_32714887	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr6_31603441_32714887	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr6_31603441_32714887	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr7_44724229_45913323	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr7_99117851_100599028	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr9_136047132_136605890	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr9_4495328_4884926	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr10_44234627_46978910	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr10_44234627_46978910	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr11_59013076_62456299	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr12_51382710_52645220	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr16_2714828_3951195	Astle_et_al_2016_Granulocyte_count	1	enloc_sqtl
region_chr17_43694719_44979537	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr17_44979537_47798656	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr17_5838014_7414079	UKB_50_Standing_height	1	enloc_sqtl
region_chr17_7414079_8403107	UKB_1180_Morning_or_evening_person_chronotype	2	enloc_sqtl
region_chr18_11905441_14440800	IBD.EUR.Crohns_Disease	3	enloc_sqtl
region_chr19_44239955_45599439	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr19_6684874_8282629	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr1_151566405_153208353	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr1_76262450_79195513	Astle_et_al_2016_Neutrophil_count	1	enloc_sqtl
region_chr22_19924835_22002927	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr2_102072305_102971757	UKB_20002_1111_self_reported_asthma	1	enloc_sqtl
region_chr2_166499460_169111726	Astle_et_al_2016_Monocyte_count	1	enloc_sqtl
region_chr2_241210506_242147200	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	enloc_sqtl
region_chr2_26672117_28375910	UKB_20002_1473_self_reported_high_cholesterol	1	enloc_sqtl
region_chr3_147008842_149325450	UKB_20022_Birth_weight	2	enloc_sqtl
region_chr4_700926_1476986	UKB_23099_Body_fat_percentage	1	enloc_sqtl
region_chr5_178986463_179974244	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr5_76503041_78327508	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr6_25684359_26791023	pgc.scz2	1	enloc_sqtl
region_chr6_30830391_31603441	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr6_30830391_31603441	UKB_20002_1473_self_reported_high_cholesterol	1	enloc_sqtl
region_chr7_148118226_150143569	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr7_2732593_4533797	UKB_20022_Birth_weight	1	enloc_sqtl
region_chr7_73920272_76829247	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr9_132423455_134176000	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr9_34642246_36743286	UKB_50_Standing_height	1	enloc_sqtl
region_chr10_102620653_104935290	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr10_87367307_89253624	CARDIoGRAM_C4D_CAD_ADDITIVE	1	enloc_sqtl
region_chr11_59013076_62456299	Astle_et_al_2016_Reticulocyte_count	1	enloc_sqtl
region_chr12_109898914_112825713	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr12_44631_971165	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr13_26710225_28683414	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	enloc_sqtl
region_chr15_49715846_51385363	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr15_80568637_83591716	GIANT_HEIGHT	1	enloc_sqtl
region_chr16_29025292_31371622	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr16_48974015_52001911	IBD.EUR.Inflammatory_Bowel_Disease	1	enloc_sqtl
region_chr16_65904663_68807460	Astle_et_al_2016_Eosinophil_counts	1	enloc_sqtl
region_chr17_29007226_31459473	UKB_50_Standing_height	1	enloc_sqtl
region_chr17_43694719_44979537	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
region_chr17_7414079_8403107	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr17_74676064_76379479	Astle_et_al_2016_Myeloid_white_cell_count	1	enloc_sqtl
region_chr17_80863788_82076532	Astle_et_al_2016_Red_blood_cell_count	1	enloc_sqtl
region_chr18_23069508_25416687	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr19_45599439_46646825	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr19_48778970_51029311	UKB_50_Standing_height	1	enloc_sqtl
region_chr19_610729_2098397	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr19_9127717_11173352	Astle_et_al_2016_White_blood_cell_count	2	enloc_sqtl
region_chr1_112730684_114331223	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr1_151566405_153208353	UKB_6152_8_diagnosed_by_doctor_Asthma	1	enloc_sqtl
region_chr20_48583442_50623121	UKB_50_Standing_height	1	enloc_sqtl
region_chr22_23370460_24588236	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr2_102072305_102971757	IBD.EUR.Inflammatory_Bowel_Disease	1	enloc_sqtl
region_chr2_109814855_113164279	Astle_et_al_2016_Lymphocyte_counts	1	enloc_sqtl
region_chr2_31327584_33138710	GIANT_HEIGHT	1	enloc_sqtl
region_chr2_64398779_65706310	RA_OKADA_TRANS_ETHNIC	1	enloc_sqtl
region_chr2_94660727_98378738	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	enloc_sqtl
region_chr3_196244537_197349116	UKB_20002_1111_self_reported_asthma	1	enloc_sqtl
region_chr3_46616010_47685722	UKB_21001_Body_mass_index_BMI	1	enloc_sqtl
region_chr5_68555033_71944629	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr6_31603441_32714887	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr8_11421489_13634266	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr8_127646866_129368893	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr8_23039544_24817205	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr10_33419040_34820427	UKB_50_Standing_height	1	enloc_sqtl
region_chr10_44234627_46978910	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	enloc_sqtl
region_chr10_79116992_80654923	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	enloc_sqtl
region_chr12_109898914_112825713	Astle_et_al_2016_White_blood_cell_count	1	enloc_sqtl
region_chr15_101012489_101980763	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	enloc_sqtl
region_chr16_27434434_29025292	Astle_et_al_2016_Platelet_count	1	enloc_sqtl
