phenotype	gene	gene_name	pvalue	rcp
UKB_50_Standing_height	ENSG00000184185.9	KCNJ12	4.09706092564316e-41	0.943
UKB_50_Standing_height	ENSG00000159199.13	ATP5G1	6.24784172917339e-41	0.534
UKB_50_Standing_height	ENSG00000204388.6	HSPA1B	2.8277792979358e-40	0.541
UKB_50_Standing_height	ENSG00000121068.13	TBX2	3.14188343210523e-40	0.796
UKB_50_Standing_height	ENSG00000069011.15	PITX1	8.20238794342541e-40	0.851
UKB_50_Standing_height	ENSG00000139044.10	B4GALNT3	2.97936578756458e-39	0.92
UKB_50_Standing_height	ENSG00000163703.17	CRELD1	3.87612660735652e-39	1
UKB_50_Standing_height	ENSG00000163704.11	PRRT3	3.63095450406975e-38	1
UKB_50_Standing_height	ENSG00000168646.12	AXIN2	4.55796158127754e-37	0.981
UKB_50_Standing_height	ENSG00000171206.13	TRIM8	5.02885304449284e-37	0.576
UKB_50_Standing_height	ENSG00000177191.2	B3GNT8	6.54143901031307e-36	0.505
UKB_50_Standing_height	ENSG00000139697.13	SBNO1	4.12654815892705e-35	0.515
UKB_50_Standing_height	ENSG00000108179.13	PPIF	5.17040531213633e-35	0.576
UKB_50_Standing_height	ENSG00000272933.1	RP11-47A8.5	6.77642624988475e-35	0.556
UKB_50_Standing_height	ENSG00000165661.16	QSOX2	2.40354397018329e-34	0.551
UKB_50_Standing_height	ENSG00000178209.14	PLEC	3.60721855747405e-34	0.584
UKB_50_Standing_height	ENSG00000100968.13	NFATC4	1.67930763286864e-33	0.983
UKB_50_Standing_height	ENSG00000008710.19	PKD1	5.80121794656568e-33	0.84
UKB_50_Standing_height	ENSG00000172071.11	EIF2AK3	1.16022729312421e-32	0.647
UKB_50_Standing_height	ENSG00000127993.15	RBM48	4.66278275894721e-32	0.659
UKB_50_Standing_height	ENSG00000163072.15	NOSTRIN	8.90837799607943e-32	0.514
UKB_50_Standing_height	ENSG00000122912.14	SLC25A16	7.02269219271088e-31	0.938
UKB_50_Standing_height	ENSG00000117682.16	DHDDS	8.45324258413239e-31	0.706
UKB_50_Standing_height	ENSG00000186834.3	HEXIM1	8.71401519072574e-31	0.968
UKB_50_Standing_height	ENSG00000267100.1	ILF3-AS1	4.05798101585488e-30	0.507
UKB_50_Standing_height	ENSG00000162613.16	FUBP1	4.97788288711537e-29	0.742
UKB_50_Standing_height	ENSG00000163946.13	FAM208A	5.84132222046404e-29	0.988
UKB_50_Standing_height	ENSG00000153822.13	KCNJ16	9.95810110149464e-29	0.934
UKB_50_Standing_height	ENSG00000204978.2	ERICH4	3.00594915479841e-28	0.624
UKB_50_Standing_height	ENSG00000260077.1	RP11-254F7.2	3.02924615906739e-28	0.757
UKB_50_Standing_height	ENSG00000129465.15	RIPK3	3.03315994033972e-28	0.963
UKB_50_Standing_height	ENSG00000157551.17	KCNJ15	1.03293523556608e-27	0.832
UKB_50_Standing_height	ENSG00000141905.17	NFIC	3.08000200546025e-27	0.999
UKB_50_Standing_height	ENSG00000162616.8	DNAJB4	3.92235543260314e-27	0.576
UKB_50_Standing_height	ENSG00000107679.14	PLEKHA1	1.73449124634732e-25	0.894
UKB_50_Standing_height	ENSG00000084093.16	REST	2.68402040267777e-25	0.641
UKB_50_Standing_height	ENSG00000165449.11	SLC16A9	5.34931377909422e-25	0.922
UKB_50_Standing_height	ENSG00000088986.10	DYNLL1	5.71337193151696e-25	0.631
UKB_50_Standing_height	ENSG00000138032.20	PPM1B	1.63113718476874e-24	0.73
UKB_50_Standing_height	ENSG00000183386.9	FHL3	3.52266866344675e-24	0.983
UKB_50_Standing_height	ENSG00000109625.18	CPZ	5.61924942164609e-24	0.632
UKB_50_Standing_height	ENSG00000171135.13	JAGN1	5.70863774752289e-24	0.999
UKB_50_Standing_height	ENSG00000071967.11	CYBRD1	8.22933444807128e-24	0.547
UKB_50_Standing_height	ENSG00000184007.18	PTP4A2	8.99374649410364e-24	0.627
UKB_50_Standing_height	ENSG00000183431.11	SF3A3	1.83870807996895e-23	0.951
UKB_50_Standing_height	ENSG00000092758.15	COL9A3	6.11845833852015e-23	0.922
UKB_50_Standing_height	ENSG00000171150.7	SOCS5	1.28263755413404e-22	0.58
UKB_50_Standing_height	ENSG00000172059.10	KLF11	1.53816819032286e-22	0.827
UKB_50_Standing_height	ENSG00000277791.4	PSMB3	3.42903919417909e-22	0.988
UKB_50_Standing_height	ENSG00000167716.18	WDR81	1.20364394122982e-21	0.516
UKB_50_Standing_height	ENSG00000278224.5	PRICKLE4	1.82615988785475e-21	0.625
UKB_50_Standing_height	ENSG00000131242.17	RAB11FIP4	2.02965668080946e-21	0.512
UKB_50_Standing_height	ENSG00000262454.2	MIR193BHG	4.54101020751745e-21	0.91
UKB_50_Standing_height	ENSG00000151632.17	AKR1C2	5.81691615278401e-21	0.735
UKB_50_Standing_height	ENSG00000176720.4	BOK	7.29346899050007e-21	0.774
UKB_50_Standing_height	ENSG00000050748.17	MAPK9	9.23882794570236e-21	0.593
UKB_50_Standing_height	ENSG00000183520.11	UTP11	1.07224807256188e-20	0.965
UKB_50_Standing_height	ENSG00000067221.13	STOML1	1.9357739223397e-20	0.836
UKB_50_Standing_height	ENSG00000113739.10	STC2	1.94190017348761e-20	0.99
UKB_50_Standing_height	ENSG00000002726.20	AOC1	2.00299492937647e-20	0.861
UKB_50_Standing_height	ENSG00000269967.1	RP11-84A19.4	2.31772275965102e-20	0.567
UKB_50_Standing_height	ENSG00000129467.13	ADCY4	3.98867519123207e-20	0.963
UKB_50_Standing_height	ENSG00000160870.12	CYP3A7	4.64924450633719e-20	0.965
UKB_50_Standing_height	ENSG00000276293.4	PIP4K2B	5.50019599080301e-20	0.984
UKB_50_Standing_height	ENSG00000100888.12	CHD8	5.65250374416765e-20	0.652
UKB_50_Standing_height	ENSG00000111276.10	CDKN1B	1.67883419134907e-19	0.628
UKB_50_Standing_height	ENSG00000168763.15	CNNM3	5.20372016761458e-19	0.838
UKB_50_Standing_height	ENSG00000117280.12	RAB29	5.3733812734762e-19	0.804
UKB_50_Standing_height	ENSG00000174106.2	LEMD3	6.75854508227643e-19	0.629
UKB_50_Standing_height	ENSG00000146477.5	SLC22A3	1.1179589529851e-18	0.539
UKB_50_Standing_height	ENSG00000159256.12	MORC3	1.22082160753017e-18	0.615
UKB_50_Standing_height	ENSG00000183150.7	GPR19	1.25919010746984e-18	0.647
UKB_50_Standing_height	ENSG00000187134.13	AKR1C1	1.43888144469115e-18	0.676
UKB_50_Standing_height	ENSG00000198121.13	LPAR1	2.15996756488387e-18	0.841
UKB_50_Standing_height	ENSG00000165801.9	ARHGEF40	2.70033423435538e-18	0.981
UKB_50_Standing_height	ENSG00000069275.12	NUCKS1	3.23142583041451e-18	0.874
UKB_50_Standing_height	ENSG00000163354.14	DCST2	3.44077542505618e-18	0.961
UKB_50_Standing_height	ENSG00000107443.15	CCNJ	4.13420867721169e-18	0.589
UKB_50_Standing_height	ENSG00000115474.6	KCNJ13	4.45102224481007e-18	0.635
UKB_50_Standing_height	ENSG00000135698.9	MPHOSPH6	1.84224982311787e-17	0.922
UKB_50_Standing_height	ENSG00000155542.11	SETD9	1.98500064739866e-17	0.695
UKB_50_Standing_height	ENSG00000149926.13	FAM57B	2.02110615103541e-17	0.576
UKB_50_Standing_height	ENSG00000169696.15	ASPSCR1	2.13289197085895e-17	0.949
UKB_50_Standing_height	ENSG00000243649.8	CFB	2.26729291675708e-17	0.533
UKB_50_Standing_height	ENSG00000186564.5	FOXD2	4.44078847450055e-17	0.502
UKB_50_Standing_height	ENSG00000156381.8	ANKRD9	6.21693193904643e-17	0.578
UKB_50_Standing_height	ENSG00000131620.17	ANO1	6.58611833290839e-17	0.953
UKB_50_Standing_height	ENSG00000185532.15	PRKG1	1.33960797445001e-16	0.66
UKB_50_Standing_height	ENSG00000127080.9	IPPK	1.44388388019231e-16	0.726
UKB_50_Standing_height	ENSG00000238142.1	RP11-108M9.4	2.21319944233485e-16	0.602
UKB_50_Standing_height	ENSG00000034152.18	MAP2K3	2.31903808260795e-16	0.653
UKB_50_Standing_height	ENSG00000131899.10	LLGL1	3.15354251278701e-16	0.949
UKB_50_Standing_height	ENSG00000145386.9	CCNA2	3.73565712675552e-16	0.514
UKB_50_Standing_height	ENSG00000168101.14	NUDT16L1	4.79413408396835e-16	0.687
UKB_50_Standing_height	ENSG00000187555.14	USP7	5.62514604521438e-16	0.564
UKB_50_Standing_height	ENSG00000163357.10	DCST1	6.3772852235754e-16	0.962
UKB_50_Standing_height	ENSG00000106780.8	MEGF9	8.50769161215177e-16	0.523
UKB_50_Standing_height	ENSG00000101367.8	MAPRE1	8.87470057898349e-16	0.893
UKB_50_Standing_height	ENSG00000132386.10	SERPINF1	9.77758828468872e-16	0.878
UKB_50_Standing_height	ENSG00000130177.14	CDC16	1.03992477980801e-15	0.613
UKB_50_Standing_height	ENSG00000181264.8	TMEM136	1.26075680262638e-15	0.634
UKB_50_Standing_height	ENSG00000129351.17	ILF3	1.58829332894814e-15	0.524
UKB_50_Standing_height	ENSG00000214189.8	ZNF788	2.46582541751522e-15	0.51
UKB_50_Standing_height	ENSG00000091536.16	MYO15A	3.62300606371109e-15	0.67
UKB_50_Standing_height	ENSG00000102886.14	GDPD3	4.29395092827462e-15	0.641
UKB_50_Standing_height	ENSG00000173404.4	INSM1	8.17726604072996e-15	0.7
UKB_50_Standing_height	ENSG00000117906.13	RCN2	8.85134791440988e-15	0.529
UKB_50_Standing_height	ENSG00000270000.1	RP3-449M8.9	1.00335424195666e-14	0.59
UKB_50_Standing_height	ENSG00000164743.4	C8orf48	1.28207284059846e-14	1
UKB_50_Standing_height	ENSG00000198911.11	SREBF2	1.55559422013624e-14	0.987
UKB_50_Standing_height	ENSG00000035115.21	SH3YL1	1.64018397566398e-14	0.791
UKB_50_Standing_height	ENSG00000179119.14	SPTY2D1	1.85736102624374e-14	0.592
UKB_50_Standing_height	ENSG00000100138.13	SNU13	2.01740573005827e-14	0.949
UKB_50_Standing_height	ENSG00000168899.4	VAMP5	2.14839663062188e-14	0.928
UKB_50_Standing_height	ENSG00000185924.6	RTN4RL1	2.15579651808766e-14	0.746
UKB_50_Standing_height	ENSG00000011105.12	TSPAN9	2.88362871740258e-14	0.779
UKB_50_Standing_height	ENSG00000137098.13	SPAG8	3.19693550225126e-14	0.77
UKB_50_Standing_height	ENSG00000118965.14	WDR35	3.36181852032249e-14	0.925
UKB_50_Standing_height	ENSG00000128342.4	LIF	3.38819248897782e-14	0.611
UKB_50_Standing_height	ENSG00000244486.8	SCARF2	4.86247963492346e-14	0.61
UKB_50_Standing_height	ENSG00000238156.1	RP11-415D17.4	5.07533990055417e-14	0.592
UKB_50_Standing_height	ENSG00000151135.9	TMEM263	6.59480782266384e-14	0.534
UKB_50_Standing_height	ENSG00000271151.1	RP11-394I13.2	7.21107365812742e-14	0.819
UKB_50_Standing_height	ENSG00000169925.16	BRD3	8.00812388173699e-14	0.732
UKB_50_Standing_height	ENSG00000260260.1	SNHG19	9.42958104436755e-14	0.55
UKB_50_Standing_height	ENSG00000221823.10	PPP3R1	1.25028030424745e-13	0.741
UKB_50_Standing_height	ENSG00000234465.10	PINLYP	2.12641000013854e-13	0.509
UKB_50_Standing_height	ENSG00000196715.5	VKORC1L1	2.26660405352091e-13	0.704
UKB_50_Standing_height	ENSG00000149485.18	FADS1	3.50900294559852e-13	0.854
UKB_50_Standing_height	ENSG00000214193.10	SH3D21	8.8728057927967e-13	0.842
UKB_50_Standing_height	ENSG00000168883.19	USP39	1.20353001995059e-12	0.645
UKB_50_Standing_height	ENSG00000177479.19	ARIH2	1.32659833625915e-12	0.746
UKB_50_Standing_height	ENSG00000109758.8	HGFAC	1.46477486120313e-12	0.68
UKB_50_Standing_height	ENSG00000243795.1	LINC02044	1.61036175955029e-12	0.794
UKB_50_Standing_height	ENSG00000176472.10	ZNF575	1.95486878960194e-12	0.748
UKB_50_Standing_height	ENSG00000105755.7	ETHE1	2.02440495234831e-12	0.75
UKB_50_Standing_height	ENSG00000107185.9	RGP1	2.1253981996322e-12	0.506
UKB_50_Standing_height	ENSG00000135835.11	KIAA1614	3.49274271759423e-12	0.979
UKB_50_Standing_height	ENSG00000166225.8	FRS2	3.52145588349372e-12	0.933
UKB_50_Standing_height	ENSG00000176531.10	PHLDB3	4.5578417994195e-12	0.551
UKB_50_Standing_height	ENSG00000260257.2	RP5-1085F17.3	5.35047076256714e-12	0.648
UKB_50_Standing_height	ENSG00000077942.18	FBLN1	5.37047854536477e-12	0.622
UKB_50_Standing_height	ENSG00000213145.9	CRIP1	5.51466888297963e-12	0.868
UKB_50_Standing_height	ENSG00000113083.13	LOX	5.65443958692796e-12	0.612
UKB_50_Standing_height	ENSG00000174989.12	FBXW8	5.75171775106672e-12	0.619
UKB_50_Standing_height	ENSG00000073050.11	XRCC1	6.45818116155135e-12	0.604
UKB_50_Standing_height	ENSG00000204351.11	SKIV2L	6.88196161411465e-12	0.726
UKB_50_Standing_height	ENSG00000184517.11	ZFP1	6.88696823475654e-12	0.607
UKB_50_Standing_height	ENSG00000136141.14	LRCH1	9.29056250414157e-12	0.737
UKB_50_Standing_height	ENSG00000152104.11	PTPN14	9.67120467966802e-12	0.563
UKB_50_Standing_height	ENSG00000281920.1	RP11-418H16.1	1.1491452784225e-11	0.633
UKB_50_Standing_height	ENSG00000168890.13	TMEM150A	1.17214970336919e-11	0.643
UKB_50_Standing_height	ENSG00000255191.1	RP11-626H12.1	1.22175341749302e-11	0.872
UKB_50_Standing_height	ENSG00000168894.9	RNF181	1.42841165973708e-11	0.882
UKB_50_Standing_height	ENSG00000204930.9	FAM221B	1.61605543801215e-11	0.605
UKB_50_Standing_height	ENSG00000108932.11	SLC16A6	1.63041707111657e-11	0.812
UKB_50_Standing_height	ENSG00000166913.12	YWHAB	1.89929378940319e-11	0.838
UKB_50_Standing_height	ENSG00000063438.16	AHRR	2.21699071440792e-11	0.815
UKB_50_Standing_height	ENSG00000126522.16	ASL	2.48996635827843e-11	0.679
UKB_50_Standing_height	ENSG00000215529.12	EFCAB8	2.5754973662169e-11	0.596
UKB_50_Standing_height	ENSG00000151704.15	KCNJ1	3.15031359072317e-11	0.612
UKB_50_Standing_height	ENSG00000100298.15	APOBEC3H	3.29857620674497e-11	0.554
UKB_50_Standing_height	ENSG00000267583.5	RP11-322E11.5	4.97997531013862e-11	0.815
UKB_50_Standing_height	ENSG00000140575.12	IQGAP1	5.34572328596412e-11	0.661
UKB_50_Standing_height	ENSG00000172845.14	SP3	5.79554763339591e-11	0.629
UKB_50_Standing_height	ENSG00000144649.8	FAM198A	6.86546487265008e-11	0.66
UKB_50_Standing_height	ENSG00000185347.17	C14orf80	7.3449170684661e-11	0.964
UKB_50_Standing_height	ENSG00000142694.6	EVA1B	8.58689728729677e-11	0.865
UKB_50_Standing_height	ENSG00000175426.10	PCSK1	9.51791773844842e-11	0.541
UKB_50_Standing_height	ENSG00000163701.18	IL17RE	1.02844358203869e-10	0.996
UKB_50_Standing_height	ENSG00000126460.10	PRRG2	1.19722325866392e-10	0.578
UKB_50_Standing_height	ENSG00000134363.11	FST	1.48080813930733e-10	0.763
UKB_50_Standing_height	ENSG00000119147.9	C2orf40	1.85259822429532e-10	0.967
UKB_50_Standing_height	ENSG00000228278.3	ORM2	2.4770712006481e-10	0.541
UKB_50_Standing_height	ENSG00000073670.13	ADAM11	3.2807607196752e-10	0.53
UKB_50_Standing_height	ENSG00000151893.14	CACUL1	3.4218282750804e-10	0.814
UKB_50_Standing_height	ENSG00000139514.12	SLC7A1	3.52098154478304e-10	0.763
UKB_50_Standing_height	ENSG00000126464.13	PRR12	3.92630014281505e-10	0.654
UKB_50_Standing_height	ENSG00000244754.8	N4BP2L2	4.00272922430503e-10	0.526
UKB_50_Standing_height	ENSG00000275512.1	RP11-322E11.2	4.85476070766905e-10	0.609
UKB_50_Standing_height	ENSG00000132031.12	MATN3	4.99718035464877e-10	0.795
UKB_50_Standing_height	ENSG00000162104.9	ADCY9	6.59105213261809e-10	0.706
UKB_50_Standing_height	ENSG00000142546.13	NOSIP	7.34913024551014e-10	0.551
UKB_50_Standing_height	ENSG00000198900.5	TOP1	7.40584638042151e-10	0.655
UKB_50_Standing_height	ENSG00000140455.16	USP3	9.87466132527376e-10	0.684
UKB_50_Standing_height	ENSG00000112941.13	PAPD7	1.02657456938298e-09	0.501
UKB_50_Standing_height	ENSG00000157045.8	NTAN1	1.08892978161911e-09	0.511
UKB_50_Standing_height	ENSG00000135111.15	TBX3	1.19065853562349e-09	0.898
UKB_50_Standing_height	ENSG00000196526.10	AFAP1	1.44294822578073e-09	0.503
UKB_50_Standing_height	ENSG00000043591.5	ADRB1	1.67685528265655e-09	0.887
UKB_50_Standing_height	ENSG00000005471.15	ABCB4	1.69305416455537e-09	0.798
UKB_50_Standing_height	ENSG00000146731.10	CCT6A	1.86119657057401e-09	0.536
UKB_50_Standing_height	ENSG00000258717.1	RP11-566J3.2	2.09679488210841e-09	0.502
UKB_50_Standing_height	ENSG00000154548.8	SRSF12	2.18845797766381e-09	0.765
UKB_50_Standing_height	ENSG00000115486.11	GGCX	2.40301510154618e-09	0.656
UKB_50_Standing_height	ENSG00000276651.1	AC007950.2	2.4604478521335e-09	0.52
UKB_50_Standing_height	ENSG00000108799.12	EZH1	2.75592256092095e-09	0.806
UKB_50_Standing_height	ENSG00000235106.9	LINC00094	2.97191692188951e-09	0.732
UKB_50_Standing_height	ENSG00000183741.11	CBX6	3.72764082781714e-09	0.868
UKB_50_Standing_height	ENSG00000239713.8	APOBEC3G	3.86233852844226e-09	0.665
UKB_50_Standing_height	ENSG00000007237.18	GAS7	5.12930504665747e-09	0.674
UKB_50_Standing_height	ENSG00000167524.14	SGK494	5.21662640857506e-09	0.826
UKB_50_Standing_height	ENSG00000137103.16	TMEM8B	6.42017066617587e-09	0.502
UKB_50_Standing_height	ENSG00000141429.13	GALNT1	6.52363493148067e-09	0.861
UKB_50_Standing_height	ENSG00000108639.7	SYNGR2	1.16101789439416e-08	0.941
UKB_50_Standing_height	ENSG00000108963.17	DPH1	1.26439911619734e-08	0.552
UKB_50_Standing_height	ENSG00000153391.15	INO80C	1.39485273180262e-08	0.879
UKB_50_Standing_height	ENSG00000180801.13	ARSJ	2.22505937603411e-08	0.646
UKB_50_Standing_height	ENSG00000050165.17	DKK3	3.27267173756283e-08	0.562
UKB_50_Standing_height	ENSG00000104870.12	FCGRT	3.56957455938962e-08	0.535
UKB_50_Standing_height	ENSG00000146426.17	TIAM2	4.35068373639711e-08	0.553
UKB_50_Standing_height	ENSG00000239268.2	RP11-384F7.2	4.35597564678256e-08	0.667
UKB_50_Standing_height	ENSG00000166532.15	RIMKLB	4.65714355013886e-08	0.954
UKB_50_Standing_height	ENSG00000185519.8	FAM131C	5.30743867947163e-08	0.601
UKB_50_Standing_height	ENSG00000110921.13	MVK	5.5157214316991e-08	0.526
UKB_50_Standing_height	ENSG00000164626.8	KCNK5	5.85188721337687e-08	0.581
UKB_50_Standing_height	ENSG00000112977.15	DAP	6.93086949830363e-08	0.988
UKB_50_Standing_height	ENSG00000139428.11	MMAB	7.69141170713671e-08	0.627
UKB_50_Standing_height	ENSG00000177963.14	RIC8A	9.1409612015393e-08	0.847
UKB_50_Standing_height	ENSG00000146386.7	ABRACL	1.03618466641723e-07	0.564
UKB_50_Standing_height	ENSG00000170242.17	USP47	1.04960240567106e-07	0.805
UKB_50_Standing_height	ENSG00000180834.7	MAP6D1	1.16196683651054e-07	0.64
UKB_50_Standing_height	ENSG00000116017.10	ARID3A	1.38039217786081e-07	0.758
UKB_50_Standing_height	ENSG00000147853.16	AK3	1.39010482958028e-07	0.999
UKB_50_Standing_height	ENSG00000162869.15	PPP1R21	1.65140943200242e-07	0.931
UKB_50_Standing_height	ENSG00000089693.10	MLF2	1.86331274989155e-07	0.546
UKB_50_Standing_height	ENSG00000104332.11	SFRP1	1.86660588845051e-07	0.83
UKB_50_Standing_height	ENSG00000145194.17	ECE2	2.00943900135228e-07	0.846
UKB_50_Standing_height	ENSG00000149679.11	CABLES2	2.07483967800235e-07	0.675
UKB_50_Standing_height	ENSG00000171858.17	RPS21	2.34881865039435e-07	0.699
UKB_50_Standing_height	ENSG00000115464.14	USP34	2.38977136153555e-07	0.985
UKB_50_Standing_height	ENSG00000230724.9	LINC01001	2.45220859007184e-07	0.603
UKB_50_Standing_height	ENSG00000105538.9	RASIP1	2.46099049504207e-07	0.635
UKB_50_Standing_height	ENSG00000185163.9	DDX51	2.7391331415674e-07	0.647
UKB_50_Standing_height	ENSG00000205978.5	NYNRIN	2.93651050743749e-07	0.727
UKB_50_Standing_height	ENSG00000226690.7	AC005281.1	3.29460912353364e-07	0.693
UKB_50_Standing_height	ENSG00000176887.6	SOX11	3.44070245698141e-07	0.758
UKB_50_Standing_height	ENSG00000138639.17	ARHGAP24	3.6912035005467e-07	0.862
UKB_50_Standing_height	ENSG00000186212.3	SOWAHB	4.42046051745434e-07	0.608
UKB_50_Standing_height	ENSG00000170852.10	KBTBD2	4.75263916848453e-07	0.782
UKB_50_Standing_height	ENSG00000111732.10	AICDA	4.98864905285243e-07	0.775
UKB_50_Standing_height	ENSG00000134222.16	PSRC1	6.25635590886832e-07	0.744
UKB_50_Standing_height	ENSG00000137501.17	SYTL2	6.40670382792086e-07	0.97
UKB_50_Standing_height	ENSG00000205795.4	CYS1	6.44320471471422e-07	0.594
UKB_50_Standing_height	ENSG00000168813.16	ZNF507	7.57638528599083e-07	0.524
UKB_50_Standing_height	ENSG00000177951.17	BET1L	8.35041271142261e-07	0.905
UKB_50_Standing_height	ENSG00000105668.7	UPK1A	8.97783542825494e-07	0.764
UKB_50_Standing_height	ENSG00000100413.16	POLR3H	9.94274265389556e-07	0.702
UKB_50_Standing_height	ENSG00000142233.11	NTN5	1.07827109589981e-06	0.712
UKB_50_Standing_height	ENSG00000253641.5	LINCR-0001	1.27017011116913e-06	0.595
UKB_50_Standing_height	ENSG00000215881.3	RP11-65D24.1	1.34589955281975e-06	0.542
UKB_50_Standing_height	ENSG00000273559.4	CWC25	1.45687955613898e-06	0.603
UKB_50_Standing_height	ENSG00000234906.9	APOC2	1.92512277027561e-06	0.576
UKB_50_Standing_height	ENSG00000135842.16	FAM129A	2.05216979640873e-06	0.662
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	ENSG00000198670.11	LPA	3.20448923807966e-24	0.885
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	ENSG00000147883.10	CDKN2B	9.79954715635837e-17	0.64
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	ENSG00000112137.17	PHACTR1	1.62163058151192e-12	1
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	ENSG00000154305.16	MIA3	2.2083578702651e-08	0.589
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	ENSG00000214955.5	AP000318.2	7.62818560334836e-08	0.993
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	ENSG00000134222.16	PSRC1	1.79745325205507e-07	0.942
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000196735.11	HLA-DQA1	2.62219834458712e-122	0.989
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000115604.10	IL18R1	1.89562357969995e-64	0.54
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000137033.11	IL33	4.4507596314936e-53	0.715
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000073605.18	GSDMB	3.1300544611071e-47	0.769
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000172057.9	ORMDL3	1.18376994335592e-43	0.762
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000166949.15	SMAD3	1.44657138473813e-40	0.938
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000113522.13	RAD50	1.62722305313254e-35	0.585
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000248428.1	CTC-551A13.1	1.48221291826718e-27	0.989
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000112182.14	BACH2	1.38120544549488e-23	0.618
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000204520.12	MICA	1.14370344713322e-22	0.693
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000166888.11	STAT6	1.20327899559215e-19	0.984
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000180902.17	D2HGDH	3.08110272711403e-17	0.982
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000103591.12	AAGAB	6.89413573357841e-17	0.516
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000204580.13	DDR1	2.27884624763355e-16	0.577
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000188011.5	RTP5	4.74119986229991e-15	0.584
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000248714.6	RP11-1079K10.3	3.07121231570661e-14	0.579
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000138688.15	KIAA1109	3.82486882821437e-14	0.521
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000234127.8	TRIM26	9.76093544058672e-14	0.645
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000198740.8	ZNF652	6.51590698148645e-13	0.691
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000281162.2	LINC01127	1.39451817354803e-12	0.883
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000137312.14	FLOT1	1.41745101898651e-12	0.688
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000273160.1	RP11-104L21.3	6.22090742433995e-11	0.731
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000254470.2	AP5B1	1.08175698986051e-09	0.98
UKB_6152_8_diagnosed_by_doctor_Asthma	ENSG00000106799.12	TGFBR1	1.77259045898135e-09	0.997
